# timestamps [seconds],pts
322072.555751,401011
322072.563706,401532
322072.571847,402065
322072.579744,402583
322072.587590,403097
322072.595872,403640
322072.607638,404411
322072.615628,404935
322072.623575,405455
322072.631714,405989
322072.639590,406505
322072.647644,407033
322072.655551,407551
322072.663841,408094
322072.671576,408601
322072.679870,409145
322072.691571,409912
322072.699614,410439
322072.707557,410959
322072.715578,411485
322072.723704,412017
322072.731710,412542
322072.739750,413069
322072.747563,413581
322072.755588,414107
322072.763603,414632
322072.775558,415416
322072.783551,415939
322072.791803,416480
322072.799934,417013
322072.807626,417517
322072.815624,418041
322072.823594,418564
322072.831897,419108
322072.839708,419620
322072.847687,420143
322072.859706,420930
322072.867686,421453
322072.875594,421971
322072.883737,422505
322072.891513,423015
322072.899626,423546
322072.908303,424115
322072.927520,425374
322072.931819,425656
322072.943696,426435
322072.951651,426956
322072.959704,427484
322072.967789,428013
322072.975588,428525
322072.983666,429054
322072.991570,429572
322072.999944,430121
322073.007809,430636
322073.015647,431150
322073.027792,431946
322073.035815,432472
322073.043697,432988
322073.051816,433520
322073.059687,434036
322073.067824,434569
322073.075839,435095
322073.083834,435619
322073.091505,436121
322073.099684,436657
322073.111449,437428
322073.119532,437958
322073.127736,438496
322073.135746,439021
322073.144195,439574
322073.151754,440070
322073.159803,440597
322073.167800,441121
322073.175653,441636
322073.183604,442157
322073.195868,442961
322073.203746,443477
322073.211732,444000
322073.219756,444526
322073.227704,445047
322073.235886,445583
322073.243615,446090
322073.251609,446614
322073.259618,447139
