# timestamps [seconds],pts
10104.891012,1094563
10104.899040,1095089
10104.907246,1095627
10104.915245,1096151
10104.922899,1096653
10104.930839,1097173
10104.938984,1097707
10104.946897,1098225
10104.954933,1098752
10104.962894,1099274
10104.974923,1100062
10104.982947,1100588
10104.990960,1101113
10104.999275,1101658
10105.006981,1102163
10105.015055,1102692
10105.023105,1103220
10105.031092,1103743
10105.039111,1104269
10105.046965,1104783
10105.059005,1105572
10105.067017,1106097
10105.075037,1106623
10105.083130,1107153
10105.090975,1107668
10105.099035,1108196
10105.106980,1108716
10105.115135,1109251
10105.122874,1109758
10105.130892,1110284
10105.143172,1111088
10105.150867,1111593
10105.158982,1112124
10105.166944,1112646
10105.174916,1113169
10105.182929,1113694
10105.191002,1114223
10105.199260,1114764
10105.206951,1115268
10105.215016,1115797
10105.227006,1116582
10105.235099,1117113
10105.243138,1117640
10105.251050,1118158
10105.259140,1118688
10105.267260,1119220
10105.275364,1119751
10105.283217,1120266
10105.291510,1120810
10105.299190,1121313
10105.311083,1122092
10105.318902,1122605
10105.327116,1123143
10105.335069,1123664
10105.342997,1124184
10105.350905,1124702
10105.359170,1125244
10105.366938,1125753
10105.374926,1126276
10105.382988,1126805
10105.394903,1127585
10105.403007,1128117
10105.410992,1128640
10105.419201,1129178
10105.426979,1129688
10105.435009,1130214
10105.443123,1130746
10105.451039,1131264
10105.459003,1131786
10105.467055,1132314
10105.479100,1133103
10105.487050,1133624
10105.495039,1134148
10105.503154,1134680
10105.510978,1135192
10105.518929,1135714
10105.526955,1136240
10105.535006,1136767
10105.543097,1137297
10105.551458,1137845
10105.562873,1138593
10105.571547,1139162
10105.578902,1139644
10105.586997,1140174
10105.594939,1140695
10105.603146,1141233
10105.610945,1141744
10105.620699,1142383
10105.627122,1142804
10105.635042,1143323
10105.646956,1144104
10105.655116,1144639
10105.662971,1145153
10105.671055,1145683
10105.679147,1146213
10105.687153,1146738
10105.695189,1147265
10105.703064,1147781
10105.710990,1148300
10105.718898,1148818
10105.730913,1149606
10105.739054,1150139
10105.746879,1150652
10105.754942,1151181
10105.762890,1151702
10105.770928,1152228
10105.778798,1152744
10105.787175,1153293
10105.795022,1153807
10105.803201,1154343
10105.815015,1155118
10105.823045,1155644
10105.830900,1156159
10105.839144,1156699
10105.846980,1157212
10105.855166,1157749
10105.862978,1158261
10105.871099,1158793
10105.879219,1159325
10105.887091,1159841
10105.898999,1160621
10105.906976,1161144
10105.914929,1161665
10105.922908,1162188
10105.930919,1162713
10105.939112,1163250
10105.946912,1163761
10105.954855,1164282
10105.962943,1164812
10105.970888,1165333
10105.982921,1166121
10105.991038,1166653
10105.999337,1167197
10106.007109,1167706
10106.015073,1168228
10106.022974,1168746
10106.030982,1169271
10106.039082,1169802
10106.046902,1170314
10106.055096,1170851
10106.067171,1171643
10106.075269,1172173
10106.083213,1172694
10106.091078,1173209
10106.099073,1173733
10106.107283,1174271
10106.114939,1174773
10106.122847,1175291
10106.130853,1175816
10106.139183,1176362
10106.150891,1177129
10106.159106,1177668
10106.166857,1178175
10106.174899,1178703
10106.183458,1179263
10106.191046,1179761
10106.199001,1180282
10106.207582,1180844
10106.215022,1181332
10106.223287,1181874
10106.235240,1182657
